Date,Good,Price
1845-7-15,rubber,11.78467
1845-7-15,oil,20.52832
1845-7-15,precious_metal,8.00000
1845-7-15,precious_goods,7.00000
1845-7-15,steel,5.19049
1845-7-15,cement,15.62964
1845-7-15,machine_parts,55.31836
1845-7-15,glass,2.69980
1845-7-15,fuel,25.00000
1845-7-15,fertilizer,10.88086
1845-7-15,explosives,20.70068
1845-7-15,clipper_convoy,50.04980
1845-7-15,steamer_convoy,77.41211
1845-7-15,electric_gear,16.00000
1845-7-15,fabric,2.39056
1845-7-15,lumber,1.27026
1845-7-15,paper,3.59018
1845-7-15,cattle,2.36035
1845-7-15,fish,1.87036
1845-7-15,fruit,2.07025
1845-7-15,grain,2.43024
1845-7-15,tobacco,1.27017
1845-7-15,tea,2.89029
1845-7-15,coffee,3.29117
1845-7-15,opium,4.62140
1845-7-15,automobiles,70.00000
1845-7-15,telephones,16.00000
1845-7-15,wine,11.71198
1845-7-15,liquor,4.96054
1845-7-15,regular_clothes,8.17230
1845-7-15,luxury_clothes,84.04834
1845-7-15,furniture,5.32040
1845-7-15,luxury_furniture,88.10840
1845-7-15,radio,16.00000
1845-7-14,ammunition,18.62061
1845-7-14,small_arms,36.65967
1845-7-14,artillery,61.22119
1845-7-14,canned_food,17.38135
1845-7-14,barrels,98.00000
1845-7-14,aeroplanes,110.00000
1845-7-14,cotton,2.59058
1845-7-14,dye,11.85986
1845-7-14,wool,0.77008
1845-7-14,silk,13.22314
1845-7-14,coal,2.47015
1845-7-14,sulphur,7.59155
1845-7-14,iron,3.44995
1845-7-14,timber,1.09018
1845-7-14,tropical_wood,7.65219
1845-7-14,rubber,11.54443
1845-7-14,oil,20.26807
1845-7-14,precious_metal,8.00000
1845-7-14,precious_goods,7.00000
1845-7-14,steel,5.41071
1845-7-14,cement,15.62964
1845-7-14,machine_parts,55.61865
1845-7-14,glass,2.76987
1845-7-14,fuel,25.00000
1845-7-14,fertilizer,10.94092
1845-7-14,explosives,20.82080
1845-7-14,clipper_convoy,50.33008
1845-7-14,steamer_convoy,77.21191
1845-7-14,electric_gear,16.00000
1845-7-14,fabric,2.44061
1845-7-14,lumber,1.23022
1845-7-14,paper,3.62021
1845-7-14,cattle,2.26025
1845-7-14,fish,1.77026
1845-7-14,fruit,2.07025
1845-7-14,grain,2.43024
1845-7-14,tobacco,1.29019
1845-7-14,tea,2.92032
1845-7-14,coffee,3.33121
1845-7-14,opium,4.50128
1845-7-14,automobiles,70.00000
1845-7-14,telephones,16.00000
1845-7-14,wine,11.51178
1845-7-14,liquor,4.92050
1845-7-14,regular_clothes,8.11224
1845-7-14,luxury_clothes,84.32861
1845-7-14,furniture,5.35043
1845-7-14,luxury_furniture,88.40869
1845-7-14,radio,16.00000
1845-7-13,ammunition,18.65063
1845-7-13,small_arms,36.75977
1845-7-13,artillery,61.14111
1845-7-13,canned_food,17.44141
1845-7-13,barrels,98.00000
1845-7-13,aeroplanes,110.00000
1845-7-13,cotton,2.49048
1845-7-13,dye,11.90991
1845-7-13,wool,0.78009
1845-7-13,silk,13.29321
1845-7-13,coal,2.51019
1845-7-13,sulphur,7.85181
1845-7-13,iron,3.46997
1845-7-13,timber,1.07016
1845-7-13,tropical_wood,7.38193
1845-7-13,rubber,11.24414
1845-7-13,oil,19.96777
1845-7-13,precious_metal,8.00000
1845-7-13,precious_goods,7.00000
1845-7-13,steel,5.71100
1845-7-13,cement,15.72974
1845-7-13,machine_parts,55.85889
1845-7-13,glass,2.77988
1845-7-13,fuel,25.00000
1845-7-13,fertilizer,11.02100
1845-7-13,explosives,20.74072
1845-7-13,clipper_convoy,50.59033
1845-7-13,steamer_convoy,77.05176
1845-7-13,electric_gear,16.00000
1845-7-13,fabric,2.58075
1845-7-13,lumber,1.23022
1845-7-13,paper,3.63022
1845-7-13,cattle,2.27026
1845-7-13,fish,1.79028
1845-7-13,fruit,2.06024
1845-7-13,grain,2.43024
1845-7-13,tobacco,1.31021
1845-7-13,tea,2.97037
1845-7-13,coffee,3.39127
1845-7-13,opium,4.49127
1845-7-13,automobiles,70.00000
1845-7-13,telephones,16.00000
1845-7-13,wine,11.38165
1845-7-13,liquor,5.03061
1845-7-13,regular_clothes,8.03217
1845-7-13,luxury_clothes,84.62891
1845-7-13,furniture,5.36044
1845-7-13,luxury_furniture,88.70898
1845-7-13,radio,16.00000
1845-7-12,ammunition,18.70068
1845-7-12,small_arms,36.91992
1845-7-12,artillery,61.28125
1845-7-12,canned_food,17.41138
1845-7-12,barrels,98.00000
1845-7-12,aeroplanes,110.00000
1845-7-12,cotton,2.57056
1845-7-12,dye,11.77979
1845-7-12,wool,0.78009
1845-7-12,silk,13.04297
1845-7-12,coal,2.52020
1845-7-12,sulphur,7.67163
1845-7-12,iron,3.43994
1845-7-12,timber,1.08017
1845-7-12,tropical_wood,7.22177
1845-7-12,rubber,10.94385
1845-7-12,oil,19.66748
1845-7-12,precious_metal,8.00000
1845-7-12,precious_goods,7.00000
1845-7-12,steel,5.65094
1845-7-12,cement,15.57959
1845-7-12,machine_parts,55.83887
1845-7-12,glass,2.80991
1845-7-12,fuel,25.00000
1845-7-12,fertilizer,11.12109
1845-7-12,explosives,20.98096
1845-7-12,clipper_convoy,50.87061
1845-7-12,steamer_convoy,76.93164
1845-7-12,electric_gear,16.00000
1845-7-12,fabric,2.54071
1845-7-12,lumber,1.20020
1845-7-12,paper,3.62021
1845-7-12,cattle,2.37036
1845-7-12,fish,1.91040
1845-7-12,fruit,2.07025
1845-7-12,grain,2.47028
1845-7-12,tobacco,1.33023
1845-7-12,tea,2.99039
1845-7-12,coffee,3.42130
1845-7-12,opium,4.48126
1845-7-12,automobiles,70.00000
1845-7-12,telephones,16.00000
1845-7-12,wine,11.36163
1845-7-12,liquor,4.96054
1845-7-12,regular_clothes,7.83197
1845-7-12,luxury_clothes,84.92920
1845-7-12,furniture,5.33041
1845-7-12,luxury_furniture,89.00928
1845-7-12,radio,16.00000
1845-7-11,ammunition,18.56055
1845-7-11,small_arms,36.67969
1845-7-11,artillery,61.16113
1845-7-11,canned_food,17.37134
1845-7-11,barrels,98.00000
1845-7-11,aeroplanes,110.00000
1845-7-11,cotton,2.50049
1845-7-11,dye,11.81982
1845-7-11,wool,0.78009
1845-7-11,silk,12.88281
1845-7-11,coal,2.50018
1845-7-11,sulphur,7.58154
1845-7-11,iron,3.43994
1845-7-11,timber,1.05014
1845-7-11,tropical_wood,7.38193
1845-7-11,rubber,10.74365
1845-7-11,oil,19.38721
1845-7-11,precious_metal,8.00000
1845-7-11,precious_goods,7.00000
1845-7-11,steel,5.41071
1845-7-11,cement,15.41943
1845-7-11,machine_parts,55.57861
1845-7-11,glass,2.73984
1845-7-11,fuel,25.00000
1845-7-11,fertilizer,11.24121
1845-7-11,explosives,20.74072
1845-7-11,clipper_convoy,51.15088
1845-7-11,steamer_convoy,76.67139
1845-7-11,electric_gear,16.00000
1845-7-11,fabric,2.54071
1845-7-11,lumber,1.22021
1845-7-11,paper,3.61020
1845-7-11,cattle,2.34033
1845-7-11,fish,1.85034
1845-7-11,fruit,2.06024
1845-7-11,grain,2.46027
1845-7-11,tobacco,1.34024
1845-7-11,tea,2.97037
1845-7-11,coffee,3.39127
1845-7-11,opium,4.46124
1845-7-11,automobiles,70.00000
1845-7-11,telephones,16.00000
1845-7-11,wine,11.21149
1845-7-11,liquor,5.05063
1845-7-11,regular_clothes,7.91205
1845-7-11,luxury_clothes,85.10938
1845-7-11,furniture,5.34042
1845-7-11,luxury_furniture,89.30957
1845-7-11,radio,16.00000
1845-7-10,ammunition,18.65063
1845-7-10,small_arms,36.75977
1845-7-10,artillery,61.36133
1845-7-10,canned_food,17.39136
1845-7-10,barrels,98.00000
1845-7-10,aeroplanes,110.00000
1845-7-10,cotton,2.46045
1845-7-10,dye,11.89990
1845-7-10,wool,0.78009
1845-7-10,silk,13.16309
1845-7-10,coal,2.54022
1845-7-10,sulphur,7.40137
1845-7-10,iron,3.48999
1845-7-10,timber,1.04013
1845-7-10,tropical_wood,7.36191
1845-7-10,rubber,10.60352
1845-7-10,oil,19.08691
1845-7-10,precious_metal,8.00000
1845-7-10,precious_goods,7.00000
1845-7-10,steel,5.62091
1845-7-10,cement,15.44946
1845-7-10,machine_parts,55.27832
1845-7-10,glass,2.79990
1845-7-10,fuel,25.00000
1845-7-10,fertilizer,11.38135
1845-7-10,explosives,20.93091
1845-7-10,clipper_convoy,51.41113
1845-7-10,steamer_convoy,76.57129
1845-7-10,electric_gear,16.00000
1845-7-10,fabric,2.32050
1845-7-10,lumber,1.24023
1845-7-10,paper,3.60019
1845-7-10,cattle,2.33032
1845-7-10,fish,1.86035
1845-7-10,fruit,2.07025
1845-7-10,grain,2.45026
1845-7-10,tobacco,1.33023
1845-7-10,tea,3.00040
1845-7-10,coffee,3.46133
1845-7-10,opium,4.49127
1845-7-10,automobiles,70.00000
1845-7-10,telephones,16.00000
1845-7-10,wine,11.20148
1845-7-10,liquor,4.99057
1845-7-10,regular_clothes,7.99213
1845-7-10,luxury_clothes,85.22949
1845-7-10,furniture,5.33041
1845-7-10,luxury_furniture,89.60986
1845-7-10,radio,16.00000
1845-7-9,ammunition,18.56055
1845-7-9,small_arms,36.53955
1845-7-9,artillery,61.28125
1845-7-9,canned_food,17.37134
1845-7-9,barrels,98.00000
1845-7-9,aeroplanes,110.00000
1845-7-9,cotton,2.40039
1845-7-9,dye,11.83984
1845-7-9,wool,0.78009
1845-7-9,silk,13.26318
1845-7-9,coal,2.48016
1845-7-9,sulphur,7.41138
1845-7-9,iron,3.47998
1845-7-9,timber,1.09018
1845-7-9,tropical_wood,7.10165
1845-7-9,rubber,10.55347
1845-7-9,oil,18.78662
1845-7-9,precious_metal,8.00000
1845-7-9,precious_goods,7.00000
1845-7-9,steel,5.58087
1845-7-9,cement,15.28931
1845-7-9,machine_parts,55.23828
1845-7-9,glass,2.77988
1845-7-9,fuel,25.00000
1845-7-9,fertilizer,11.43140
1845-7-9,explosives,20.84082
1845-7-9,clipper_convoy,51.67139
1845-7-9,steamer_convoy,76.44116
1845-7-9,electric_gear,16.00000
1845-7-9,fabric,2.16034
1845-7-9,lumber,1.23022
1845-7-9,paper,3.58017
1845-7-9,cattle,2.34033
1845-7-9,fish,1.83032
1845-7-9,fruit,2.07025
1845-7-9,grain,2.44025
1845-7-9,tobacco,1.27017
1845-7-9,tea,2.96036
1845-7-9,coffee,3.32120
1845-7-9,opium,4.55133
1845-7-9,automobiles,70.00000
1845-7-9,telephones,16.00000
1845-7-9,wine,11.35162
1845-7-9,liquor,4.87045
1845-7-9,regular_clothes,8.06219
1845-7-9,luxury_clothes,85.48975
1845-7-9,furniture,5.31039
1845-7-9,luxury_furniture,89.91016
1845-7-9,radio,16.00000
1845-7-8,ammunition,18.64063
1845-7-8,small_arms,36.39941
1845-7-8,artillery,61.42139
1845-7-8,canned_food,17.38135
1845-7-8,barrels,98.00000
1845-7-8,aeroplanes,110.00000
1845-7-8,cotton,2.37036
1845-7-8,dye,11.93994
1845-7-8,wool,0.79010
1845-7-8,silk,13.48340
1845-7-8,coal,2.55023
1845-7-8,sulphur,7.43140
1845-7-8,iron,3.48999
1845-7-8,timber,1.02011
1845-7-8,tropical_wood,7.28183
1845-7-8,rubber,10.38330
1845-7-8,oil,18.48633
1845-7-8,precious_metal,8.00000
1845-7-8,precious_goods,7.00000
1845-7-8,steel,5.53082
1845-7-8,cement,15.28931
1845-7-8,machine_parts,55.11816
1845-7-8,glass,2.77988
1845-7-8,fuel,25.00000
1845-7-8,fertilizer,11.39136
1845-7-8,explosives,20.76074
1845-7-8,clipper_convoy,51.91162
1845-7-8,steamer_convoy,76.38110
1845-7-8,electric_gear,16.00000
1845-7-8,fabric,2.22040
1845-7-8,lumber,1.24023
1845-7-8,paper,3.58017
1845-7-8,cattle,2.34033
1845-7-8,fish,1.85034
1845-7-8,fruit,2.08026
1845-7-8,grain,2.43024
1845-7-8,tobacco,1.29019
1845-7-8,tea,2.95035
1845-7-8,coffee,3.38126
1845-7-8,opium,4.60138
1845-7-8,automobiles,70.00000
1845-7-8,telephones,16.00000
1845-7-8,wine,11.42169
1845-7-8,liquor,5.06064
1845-7-8,regular_clothes,7.95209
1845-7-8,luxury_clothes,85.72998
1845-7-8,furniture,5.33041
1845-7-8,luxury_furniture,90.21045
1845-7-8,radio,16.00000
1845-7-7,ammunition,18.60059
1845-7-7,small_arms,36.37939
1845-7-7,artillery,61.48145
1845-7-7,canned_food,17.40137
1845-7-7,barrels,98.00000
1845-7-7,aeroplanes,110.00000
1845-7-7,cotton,2.35034
1845-7-7,dye,11.79980
1845-7-7,wool,0.79010
1845-7-7,silk,13.47339
1845-7-7,coal,2.57025
1845-7-7,sulphur,7.53149
1845-7-7,iron,3.42993
1845-7-7,timber,1.07016
1845-7-7,tropical_wood,7.18173
1845-7-7,rubber,10.44336
1845-7-7,oil,18.34619
1845-7-7,precious_metal,8.00000
1845-7-7,precious_goods,7.00000
1845-7-7,steel,5.49078
1845-7-7,cement,15.48950
1845-7-7,machine_parts,55.17822
1845-7-7,glass,2.80991
1845-7-7,fuel,25.00000
1845-7-7,fertilizer,11.41138
1845-7-7,explosives,20.78076
1845-7-7,clipper_convoy,52.17188
1845-7-7,steamer_convoy,76.28101
1845-7-7,electric_gear,16.00000
1845-7-7,fabric,2.31049
1845-7-7,lumber,1.20020
1845-7-7,paper,3.50009
1845-7-7,cattle,2.32031
1845-7-7,fish,1.86035
1845-7-7,fruit,2.08026
1845-7-7,grain,2.44025
1845-7-7,tobacco,1.28018
1845-7-7,tea,2.93033
1845-7-7,coffee,3.29117
1845-7-7,opium,4.53131
1845-7-7,automobiles,70.00000
1845-7-7,telephones,16.00000
1845-7-7,wine,11.46173
1845-7-7,liquor,4.83041
1845-7-7,regular_clothes,7.88202
1845-7-7,luxury_clothes,85.95020
1845-7-7,furniture,5.32040
1845-7-7,luxury_furniture,90.51074
1845-7-7,radio,16.00000
1845-7-6,ammunition,18.42041
1845-7-6,small_arms,36.19922
1845-7-6,artillery,61.30127
1845-7-6,canned_food,17.41138
1845-7-6,barrels,98.00000
1845-7-6,aeroplanes,110.00000
1845-7-6,cotton,2.38037
1845-7-6,dye,11.78979
1845-7-6,wool,0.79010
1845-7-6,silk,13.36328
1845-7-6,coal,2.46014
1845-7-6,sulphur,7.64160
1845-7-6,iron,3.45996
1845-7-6,timber,1.07016
1845-7-6,tropical_wood,7.02158
1845-7-6,rubber,10.31323
1845-7-6,oil,18.06592
1845-7-6,precious_metal,8.00000
1845-7-6,precious_goods,7.00000
1845-7-6,steel,5.29059
1845-7-6,cement,15.36938
1845-7-6,machine_parts,55.47852
1845-7-6,glass,2.76987
1845-7-6,fuel,25.00000
1845-7-6,fertilizer,11.32129
1845-7-6,explosives,20.71069
1845-7-6,clipper_convoy,52.29199
1845-7-6,steamer_convoy,76.08081
1845-7-6,electric_gear,16.00000
1845-7-6,fabric,2.40057
1845-7-6,lumber,1.25024
1845-7-6,paper,3.54013
1845-7-6,cattle,2.33032
1845-7-6,fish,1.86035
1845-7-6,fruit,2.08026
1845-7-6,grain,2.44025
1845-7-6,tobacco,1.28018
1845-7-6,tea,2.91031
1845-7-6,coffee,3.33121
1845-7-6,opium,4.55133
1845-7-6,automobiles,70.00000
1845-7-6,telephones,16.00000
1845-7-6,wine,11.42169
1845-7-6,liquor,5.12070
1845-7-6,regular_clothes,7.81195
1845-7-6,luxury_clothes,86.01025
1845-7-6,furniture,5.32040
1845-7-6,luxury_furniture,90.81104
1845-7-6,radio,16.00000
1845-7-5,ammunition,18.54053
1845-7-5,small_arms,36.31934
1845-7-5,artillery,61.42139
1845-7-5,canned_food,17.38135
1845-7-5,barrels,98.00000
1845-7-5,aeroplanes,110.00000
1845-7-5,cotton,2.52051
1845-7-5,dye,11.83984
1845-7-5,wool,0.79010
1845-7-5,silk,13.25317
1845-7-5,coal,2.48016
1845-7-5,sulphur,7.72168
1845-7-5,iron,3.43994
1845-7-5,timber,1.05014
1845-7-5,tropical_wood,7.26181
1845-7-5,rubber,10.23315
1845-7-5,oil,17.78564
1845-7-5,precious_metal,8.00000
1845-7-5,precious_goods,7.00000
1845-7-5,steel,5.42072
1845-7-5,cement,15.66968
1845-7-5,machine_parts,55.77881
1845-7-5,glass,2.78989
1845-7-5,fuel,25.00000
1845-7-5,fertilizer,11.33130
1845-7-5,explosives,20.83081
1845-7-5,clipper_convoy,52.59229
1845-7-5,steamer_convoy,76.28101
1845-7-5,electric_gear,16.00000
1845-7-5,fabric,2.20038
1845-7-5,lumber,1.25024
1845-7-5,paper,3.56015
1845-7-5,cattle,2.32031
1845-7-5,fish,1.84033
1845-7-5,fruit,2.08026
1845-7-5,grain,2.43024
1845-7-5,tobacco,1.28018
1845-7-5,tea,2.97037
1845-7-5,coffee,3.39127
1845-7-5,opium,4.59137
1845-7-5,automobiles,70.00000
1845-7-5,telephones,16.00000
1845-7-5,wine,11.45172
1845-7-5,liquor,5.09067
1845-7-5,regular_clothes,7.66180
1845-7-5,luxury_clothes,86.13037
1845-7-5,furniture,5.30038
1845-7-5,luxury_furniture,91.11133
1845-7-5,radio,16.00000
1845-7-4,ammunition,18.64063
1845-7-4,small_arms,36.35938
1845-7-4,artillery,61.62158
1845-7-4,canned_food,17.54150
1845-7-4,barrels,98.00000
1845-7-4,aeroplanes,110.00000
1845-7-4,cotton,2.49048
1845-7-4,dye,11.85986
1845-7-4,wool,0.79010
1845-7-4,silk,13.23315
1845-7-4,coal,2.52020
1845-7-4,sulphur,7.53149
1845-7-4,iron,3.43994
1845-7-4,timber,1.04013
1845-7-4,tropical_wood,7.05161
1845-7-4,rubber,10.23315
1845-7-4,oil,17.70557
1845-7-4,precious_metal,8.00000
1845-7-4,precious_goods,7.00000
1845-7-4,steel,5.63092
1845-7-4,cement,15.96997
1845-7-4,machine_parts,56.07910
1845-7-4,glass,2.80991
1845-7-4,fuel,25.00000
1845-7-4,fertilizer,11.22119
1845-7-4,explosives,20.95093
1845-7-4,clipper_convoy,52.85254
1845-7-4,steamer_convoy,76.35107
1845-7-4,electric_gear,16.00000
1845-7-4,fabric,2.32050
1845-7-4,lumber,1.24023
1845-7-4,paper,3.52011
1845-7-4,cattle,2.18018
1845-7-4,fish,1.72021
1845-7-4,fruit,2.08026
1845-7-4,grain,2.40021
1845-7-4,tobacco,1.31021
1845-7-4,tea,2.96036
1845-7-4,coffee,3.41129
1845-7-4,opium,4.55133
1845-7-4,automobiles,70.00000
1845-7-4,telephones,16.00000
1845-7-4,wine,11.35162
1845-7-4,liquor,5.06064
1845-7-4,regular_clothes,7.87201
1845-7-4,luxury_clothes,86.03027
1845-7-4,furniture,5.29037
1845-7-4,luxury_furniture,91.41162
1845-7-4,radio,16.00000
1845-7-3,ammunition,18.47046
1845-7-3,small_arms,36.35938
1845-7-3,artillery,61.66162
1845-7-3,canned_food,17.43140
1845-7-3,barrels,98.00000
1845-7-3,aeroplanes,110.00000
1845-7-3,cotton,2.41040
1845-7-3,dye,11.88989
1845-7-3,wool,0.79010
1845-7-3,silk,13.07300
1845-7-3,coal,2.49017
1845-7-3,sulphur,7.68164
1845-7-3,iron,3.44995
1845-7-3,timber,1.04013
1845-7-3,tropical_wood,6.93149
1845-7-3,rubber,10.07300
1845-7-3,oil,17.50537
1845-7-3,precious_metal,8.00000
1845-7-3,precious_goods,7.00000
1845-7-3,steel,5.89117
1845-7-3,cement,16.05005
1845-7-3,machine_parts,56.13916
1845-7-3,glass,2.80991
1845-7-3,fuel,25.00000
1845-7-3,fertilizer,11.32129
1845-7-3,explosives,20.93091
1845-7-3,clipper_convoy,53.03271
1845-7-3,steamer_convoy,76.39111
1845-7-3,electric_gear,16.00000
1845-7-3,fabric,2.41058
1845-7-3,lumber,1.28027
1845-7-3,paper,3.62021
1845-7-3,cattle,2.34033
1845-7-3,fish,1.84033
1845-7-3,fruit,2.08026
1845-7-3,grain,2.44025
1845-7-3,tobacco,1.30020
1845-7-3,tea,3.00040
1845-7-3,coffee,3.38126
1845-7-3,opium,4.60138
1845-7-3,automobiles,70.00000
1845-7-3,telephones,16.00000
1845-7-3,wine,11.45172
1845-7-3,liquor,4.97055
1845-7-3,regular_clothes,7.82196
1845-7-3,luxury_clothes,86.15039
1845-7-3,furniture,5.32040
1845-7-3,luxury_furniture,91.71191
1845-7-3,radio,16.00000
1845-7-2,ammunition,18.57056
1845-7-2,small_arms,36.47949
1845-7-2,artillery,61.96191
1845-7-2,canned_food,17.47144
1845-7-2,barrels,98.00000
1845-7-2,aeroplanes,110.00000
1845-7-2,cotton,2.44043
1845-7-2,dye,11.89990
1845-7-2,wool,0.79010
1845-7-2,silk,12.99292
1845-7-2,coal,2.53021
1845-7-2,sulphur,7.75171
1845-7-2,iron,3.48999
1845-7-2,timber,1.08017
1845-7-2,tropical_wood,7.05161
1845-7-2,rubber,9.79272
1845-7-2,oil,17.22510
1845-7-2,precious_metal,8.00000
1845-7-2,precious_goods,7.00000
1845-7-2,steel,5.67096
1845-7-2,cement,16.17017
1845-7-2,machine_parts,56.19922
1845-7-2,glass,2.77988
1845-7-2,fuel,25.00000
1845-7-2,fertilizer,11.28125
1845-7-2,explosives,20.93091
1845-7-2,clipper_convoy,53.17285
1845-7-2,steamer_convoy,76.57129
1845-7-2,electric_gear,16.00000
1845-7-2,fabric,2.30048
1845-7-2,lumber,1.21021
1845-7-2,paper,3.56015
1845-7-2,cattle,2.30029
1845-7-2,fish,1.86035
1845-7-2,fruit,2.08026
1845-7-2,grain,2.44025
1845-7-2,tobacco,1.32022
1845-7-2,tea,3.00040
1845-7-2,coffee,3.43130
1845-7-2,opium,4.79156
1845-7-2,automobiles,70.00000
1845-7-2,telephones,16.00000
1845-7-2,wine,11.54181
1845-7-2,liquor,5.05063
1845-7-2,regular_clothes,8.00214
1845-7-2,luxury_clothes,86.34058
1845-7-2,furniture,5.31039
1845-7-2,luxury_furniture,91.99219
1845-7-2,radio,16.00000
1845-7-1,ammunition,18.52051
1845-7-1,small_arms,36.35938
1845-7-1,artillery,62.22217
1845-7-1,canned_food,17.52148
1845-7-1,barrels,98.00000
1845-7-1,aeroplanes,110.00000
1845-7-1,cotton,2.41040
1845-7-1,dye,11.78979
1845-7-1,wool,0.78009
1845-7-1,silk,12.94287
1845-7-1,coal,2.51019
1845-7-1,sulphur,7.48145
1845-7-1,iron,3.41992
1845-7-1,timber,1.09018
1845-7-1,tropical_wood,7.13168
1845-7-1,rubber,10.05298
1845-7-1,oil,17.42529
1845-7-1,precious_metal,8.00000
1845-7-1,precious_goods,7.00000
1845-7-1,steel,5.65094
1845-7-1,cement,16.38037
1845-7-1,machine_parts,56.29932
1845-7-1,glass,2.77988
1845-7-1,fuel,25.00000
1845-7-1,fertilizer,11.47144
1845-7-1,explosives,20.65063
1845-7-1,clipper_convoy,53.41309
1845-7-1,steamer_convoy,76.75146
1845-7-1,electric_gear,16.00000
1845-7-1,fabric,2.31049
1845-7-1,lumber,1.21021
1845-7-1,paper,3.56015
1845-7-1,cattle,2.35034
1845-7-1,fish,1.86035
1845-7-1,fruit,2.08026
1845-7-1,grain,2.44025
1845-7-1,tobacco,1.31021
1845-7-1,tea,3.02042
1845-7-1,coffee,3.42130
1845-7-1,opium,4.80157
1845-7-1,automobiles,70.00000
1845-7-1,telephones,16.00000
1845-7-1,wine,11.49176
1845-7-1,liquor,4.99057
1845-7-1,regular_clothes,7.77191
1845-7-1,luxury_clothes,86.54077
1845-7-1,furniture,5.30038
1845-7-1,luxury_furniture,92.25244
1845-7-1,radio,16.00000
1845-6-30,ammunition,18.55054
1845-6-30,small_arms,36.11914
1845-6-30,artillery,61.94189
1845-6-30,canned_food,17.48145
1845-6-30,barrels,98.00000
1845-6-30,aeroplanes,110.00000
1845-6-30,cotton,2.45044
1845-6-30,dye,11.78979
1845-6-30,wool,0.78009
1845-6-30,silk,13.24316
1845-6-30,coal,2.48016
1845-6-30,sulphur,7.46143
1845-6-30,iron,3.43994
1845-6-30,timber,1.05014
1845-6-30,tropical_wood,6.93149
1845-6-30,rubber,9.81274
1845-6-30,oil,17.18506
1845-6-30,precious_metal,8.00000
1845-6-30,precious_goods,7.00000
1845-6-30,steel,5.41071
1845-6-30,cement,16.22021
1845-6-30,machine_parts,56.27930
1845-6-30,glass,2.76987
1845-6-30,fuel,25.00000
1845-6-30,fertilizer,11.33130
1845-6-30,explosives,20.53052
1845-6-30,clipper_convoy,53.61328
1845-6-30,steamer_convoy,76.89160
1845-6-30,electric_gear,16.00000
1845-6-30,fabric,2.31049
1845-6-30,lumber,1.24023
1845-6-30,paper,3.56015
1845-6-30,cattle,2.33032
1845-6-30,fish,1.85034
1845-6-30,fruit,2.07025
1845-6-30,grain,2.45026
1845-6-30,tobacco,1.34024
1845-6-30,tea,3.05045
1845-6-30,coffee,3.39127
1845-6-30,opium,4.60138
1845-6-30,automobiles,70.00000
1845-6-30,telephones,16.00000
1845-6-30,wine,11.43170
1845-6-30,liquor,5.05063
1845-6-30,regular_clothes,7.58173
1845-6-30,luxury_clothes,86.50073
1845-6-30,furniture,5.30038
1845-6-30,luxury_furniture,92.39258
1845-6-30,radio,16.00000
1845-6-29,ammunition,18.81079
1845-6-29,small_arms,36.11914
1845-6-29,artillery,62.10205
1845-6-29,canned_food,17.47144
1845-6-29,barrels,98.00000
1845-6-29,aeroplanes,110.00000
1845-6-29,cotton,2.42041
1845-6-29,dye,11.86987
1845-6-29,wool,0.79010
1845-6-29,silk,13.38330
1845-6-29,coal,2.49017
1845-6-29,sulphur,7.62158
1845-6-29,iron,3.47998
1845-6-29,timber,1.07016
1845-6-29,tropical_wood,6.81137
1845-6-29,rubber,9.88281
1845-6-29,oil,17.06494
1845-6-29,precious_metal,8.00000
1845-6-29,precious_goods,7.00000
1845-6-29,steel,5.33063
1845-6-29,cement,16.00000
1845-6-29,machine_parts,56.33936
1845-6-29,glass,2.76987
1845-6-29,fuel,25.00000
1845-6-29,fertilizer,11.26123
1845-6-29,explosives,20.51050
1845-6-29,clipper_convoy,53.65332
1845-6-29,steamer_convoy,77.01172
1845-6-29,electric_gear,16.00000
1845-6-29,fabric,2.14032
1845-6-29,lumber,1.20020
1845-6-29,paper,3.63022
1845-6-29,cattle,2.35034
1845-6-29,fish,1.86035
1845-6-29,fruit,2.07025
1845-6-29,grain,2.45026
1845-6-29,tobacco,1.32022
1845-6-29,tea,3.04044
1845-6-29,coffee,3.45132
1845-6-29,opium,4.70148
1845-6-29,automobiles,70.00000
1845-6-29,telephones,16.00000
1845-6-29,wine,11.37164
1845-6-29,liquor,4.94052
1845-6-29,regular_clothes,7.66180
1845-6-29,luxury_clothes,86.44067
1845-6-29,furniture,5.32040
1845-6-29,luxury_furniture,92.55273
1845-6-29,radio,16.00000
1845-6-28,ammunition,18.82080
1845-6-28,small_arms,35.99902
1845-6-28,artillery,61.98193
1845-6-28,canned_food,17.41138
1845-6-28,barrels,98.00000
1845-6-28,aeroplanes,110.00000
1845-6-28,cotton,2.45044
1845-6-28,dye,11.83984
1845-6-28,wool,0.79010
1845-6-28,silk,13.09302
1845-6-28,coal,2.49017
1845-6-28,sulphur,7.56152
1845-6-28,iron,3.44995
1845-6-28,timber,1.08017
1845-6-28,tropical_wood,6.89145
1845-6-28,rubber,9.71265
1845-6-28,oil,16.88477
1845-6-28,precious_metal,8.00000
1845-6-28,precious_goods,7.00000
1845-6-28,steel,5.21051
1845-6-28,cement,15.89990
1845-6-28,machine_parts,56.35938
1845-6-28,glass,2.78989
1845-6-28,fuel,25.00000
1845-6-28,fertilizer,11.14111
1845-6-28,explosives,20.42041
1845-6-28,clipper_convoy,53.55322
1845-6-28,steamer_convoy,76.88159
1845-6-28,electric_gear,16.00000
1845-6-28,fabric,2.35052
